end_date_year_month,start_date_year_month,start_date_year_quarter,end_date_year_quarter,start_date_quarter,start_date_year,id,start_date,start_date_month,end_date,end_date_month,end_date_quarter,end_date_year,service_division_owner,service_result,ward_id,estimated_cost,Ward Name,Latitude,Longitude
2009 Mar,2009 Mar,2009 Q1,2009 Q1,Q1,2009,17703,2009-03-03,March,2009-03-28,March,Q1,2009,Solid Waste Management,PASS,10,170000,Spadina–Fort York,43.64,-79.39
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,18847,2009-03-03,March,2009-04-01,April,Q2,2009,Transportation Services,FAIL,21,204000,Scarborough Centre,43.76,-79.25
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,20026,2009-03-03,March,2009-06-21,June,Q2,2009,Transportation Services,PASS,13,54000,Toronto Centre,43.66,-79.37
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,4403,2009-03-04,March,2009-04-10,April,Q2,2009,Transportation Services,PASS,10,50000,Spadina–Fort York,43.64,-79.39
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,1746,2009-03-05,March,2009-05-28,May,Q2,2009,Solid Waste Management,PASS,8,72000,Eglinton–Lawrence,43.72,-79.43
2009 Mar,2009 Mar,2009 Q1,2009 Q1,Q1,2009,13170,2009-03-05,March,2009-03-09,March,Q1,2009,Transportation Services,FAIL,23,17000,Scarborough North,43.82,-79.24
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,2347,2009-03-06,March,2009-04-14,April,Q2,2009,Municipal Licensing & Standards,PASS,3,141000,Etobicoke–Lakeshore,43.62,-79.51
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,8495,2009-03-06,March,2009-06-15,June,Q2,2009,Municipal Licensing & Standards,FAIL,8,297000,Eglinton–Lawrence,43.72,-79.43
2009 Aug,2009 Mar,2009 Q1,2009 Q3,Q1,2009,9695,2009-03-06,March,2009-08-07,August,Q3,2009,"Parks, Forestry & Recreation",FAIL,2,80000,Etobicoke Centre,43.67,-79.55
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,9760,2009-03-06,March,2009-05-19,May,Q2,2009,Solid Waste Management,PASS,4,27000,Parkdale–High Park,43.65,-79.46
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,14997,2009-03-06,March,2009-04-27,April,Q2,2009,Solid Waste Management,PASS,12,9000,Toronto–St. Paul's,43.69,-79.41
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,15777,2009-03-07,March,2009-05-08,May,Q2,2009,"Parks, Forestry & Recreation",PASS,4,6000,Parkdale–High Park,43.65,-79.46
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,1197,2009-03-08,March,2009-07-02,July,Q3,2009,Solid Waste Management,PASS,13,91000,Toronto Centre,43.66,-79.37
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,2739,2009-03-09,March,2009-05-23,May,Q2,2009,Transportation Services,PASS,9,174000,Davenport,43.67,-79.44
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,6806,2009-03-09,March,2009-07-01,July,Q3,2009,Transportation Services,FAIL,2,279000,Etobicoke Centre,43.67,-79.55
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,7921,2009-03-09,March,2009-04-16,April,Q2,2009,Solid Waste Management,PASS,13,65000,Toronto Centre,43.66,-79.37
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,8609,2009-03-09,March,2009-05-29,May,Q2,2009,"Parks, Forestry & Recreation",FAIL,15,126000,Don Valley West,43.72,-79.36
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,15738,2009-03-09,March,2009-07-19,July,Q3,2009,"Parks, Forestry & Recreation",FAIL,4,189000,Parkdale–High Park,43.65,-79.46
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,7320,2009-03-10,March,2009-06-15,June,Q2,2009,Solid Waste Management,FAIL,22,48000,Scarborough–Agincourt,43.8,-79.27
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,8242,2009-03-11,March,2009-05-29,May,Q2,2009,Toronto Water,PASS,24,29000,Scarborough–Guildwood,43.74,-79.22
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,9122,2009-03-11,March,2009-04-16,April,Q2,2009,Toronto Water,FAIL,25,76000,Scarborough–Rouge Park,43.81,-79.13
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,14709,2009-03-12,March,2009-05-02,May,Q2,2009,Solid Waste Management,PASS,24,153000,Scarborough–Guildwood,43.74,-79.22
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,5063,2009-03-13,March,2009-06-28,June,Q2,2009,"Parks, Forestry & Recreation",PASS,24,291000,Scarborough–Guildwood,43.74,-79.22
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,13427,2009-03-13,March,2009-06-14,June,Q2,2009,Transportation Services,PASS,13,267000,Toronto Centre,43.66,-79.37
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,8377,2009-03-14,March,2009-05-09,May,Q2,2009,Municipal Licensing & Standards,PASS,7,83000,Humber River–Black Creek,43.74,-79.52
2009 Mar,2009 Mar,2009 Q1,2009 Q1,Q1,2009,16533,2009-03-14,March,2009-03-30,March,Q1,2009,Toronto Water,PASS,20,69000,Scarborough Southwest,43.71,-79.26
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,123,2009-03-15,March,2009-05-21,May,Q2,2009,Municipal Licensing & Standards,PASS,21,41000,Scarborough Centre,43.76,-79.25
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,5413,2009-03-15,March,2009-07-06,July,Q3,2009,Toronto Water,FAIL,5,74000,York South–Weston,43.7,-79.49
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,13059,2009-03-15,March,2009-07-15,July,Q3,2009,"Parks, Forestry & Recreation",FAIL,4,80000,Parkdale–High Park,43.65,-79.46
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,14444,2009-03-15,March,2009-07-10,July,Q3,2009,Municipal Licensing & Standards,PASS,25,104000,Scarborough–Rouge Park,43.81,-79.13
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,17931,2009-03-15,March,2009-04-23,April,Q2,2009,Solid Waste Management,PASS,20,186000,Scarborough Southwest,43.71,-79.26
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,6755,2009-03-16,March,2009-05-31,May,Q2,2009,Municipal Licensing & Standards,PASS,5,64000,York South–Weston,43.7,-79.49
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,13167,2009-03-16,March,2009-06-22,June,Q2,2009,Municipal Licensing & Standards,FAIL,9,124000,Davenport,43.67,-79.44
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,17535,2009-03-17,March,2009-04-17,April,Q2,2009,Solid Waste Management,PASS,16,168000,Don Valley East,43.75,-79.34
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,2115,2009-03-18,March,2009-05-17,May,Q2,2009,Transportation Services,FAIL,10,267000,Spadina–Fort York,43.64,-79.39
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,11130,2009-03-18,March,2009-05-30,May,Q2,2009,Transportation Services,PASS,24,95000,Scarborough–Guildwood,43.74,-79.22
2009 Aug,2009 Mar,2009 Q1,2009 Q3,Q1,2009,16646,2009-03-18,March,2009-08-22,August,Q3,2009,"Parks, Forestry & Recreation",FAIL,4,279000,Parkdale–High Park,43.65,-79.46
2009 Mar,2009 Mar,2009 Q1,2009 Q1,Q1,2009,6773,2009-03-19,March,2009-03-27,March,Q1,2009,Transportation Services,PASS,24,66000,Scarborough–Guildwood,43.74,-79.22
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,5962,2009-03-20,March,2009-05-30,May,Q2,2009,"Parks, Forestry & Recreation",FAIL,20,48000,Scarborough Southwest,43.71,-79.26
2009 Aug,2009 Mar,2009 Q1,2009 Q3,Q1,2009,6884,2009-03-20,March,2009-08-23,August,Q3,2009,"Parks, Forestry & Recreation",FAIL,9,141000,Davenport,43.67,-79.44
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,8848,2009-03-20,March,2009-05-24,May,Q2,2009,Toronto Water,PASS,15,168000,Don Valley West,43.72,-79.36
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,9569,2009-03-20,March,2009-05-24,May,Q2,2009,Transportation Services,PASS,11,117000,University–Rosedale,43.67,-79.4
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,13176,2009-03-20,March,2009-05-22,May,Q2,2009,Toronto Water,PASS,13,108000,Toronto Centre,43.66,-79.37
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,15683,2009-03-20,March,2009-07-17,July,Q3,2009,"Parks, Forestry & Recreation",FAIL,4,72000,Parkdale–High Park,43.65,-79.46
2009 Aug,2009 Mar,2009 Q1,2009 Q3,Q1,2009,3924,2009-03-21,March,2009-08-06,August,Q3,2009,"Parks, Forestry & Recreation",PASS,9,176000,Davenport,43.67,-79.44
2009 May,2009 Mar,2009 Q1,2009 Q2,Q1,2009,8064,2009-03-21,March,2009-05-07,May,Q2,2009,Transportation Services,PASS,9,176000,Davenport,43.67,-79.44
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,6380,2009-03-22,March,2009-07-08,July,Q3,2009,Toronto Water,PASS,6,183000,York Centre,43.75,-79.45
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,17906,2009-03-22,March,2009-04-21,April,Q2,2009,Solid Waste Management,FAIL,5,267000,York South–Weston,43.7,-79.49
2009 Aug,2009 Mar,2009 Q1,2009 Q3,Q1,2009,1037,2009-03-23,March,2009-08-04,August,Q3,2009,"Parks, Forestry & Recreation",FAIL,20,255000,Scarborough Southwest,43.71,-79.26
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,10746,2009-03-23,March,2009-04-08,April,Q2,2009,Transportation Services,FAIL,25,54000,Scarborough–Rouge Park,43.81,-79.13
2009 Mar,2009 Mar,2009 Q1,2009 Q1,Q1,2009,14692,2009-03-23,March,2009-03-24,March,Q1,2009,Toronto Water,PASS,15,258000,Don Valley West,43.72,-79.36
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,5058,2009-03-24,March,2009-06-24,June,Q2,2009,"Parks, Forestry & Recreation",PASS,7,222000,Humber River–Black Creek,43.74,-79.52
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,4687,2009-03-25,March,2009-07-25,July,Q3,2009,"Parks, Forestry & Recreation",FAIL,4,177000,Parkdale–High Park,43.65,-79.46
2009 Mar,2009 Mar,2009 Q1,2009 Q1,Q1,2009,1192,2009-03-26,March,2009-03-29,March,Q1,2009,Solid Waste Management,PASS,18,46000,Willowdale,43.77,-79.41
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,6394,2009-03-26,March,2009-04-27,April,Q2,2009,Transportation Services,PASS,14,59000,Toronto–Danforth,43.68,-79.34
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,482,2009-03-28,March,2009-06-06,June,Q2,2009,Transportation Services,FAIL,12,122000,Toronto–St. Paul's,43.69,-79.41
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,4006,2009-03-28,March,2009-07-11,July,Q3,2009,Solid Waste Management,FAIL,12,164000,Toronto–St. Paul's,43.69,-79.41
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,6987,2009-03-28,March,2009-06-28,June,Q2,2009,Transportation Services,PASS,24,35000,Scarborough–Guildwood,43.74,-79.22
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,8076,2009-03-28,March,2009-04-17,April,Q2,2009,Municipal Licensing & Standards,FAIL,16,69000,Don Valley East,43.75,-79.34
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,13993,2009-03-28,March,2009-07-02,July,Q3,2009,Toronto Water,PASS,7,61000,Humber River–Black Creek,43.74,-79.52
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,6647,2009-03-29,March,2009-06-04,June,Q2,2009,Toronto Water,PASS,13,138000,Toronto Centre,43.66,-79.37
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,20314,2009-03-29,March,2009-06-08,June,Q2,2009,"Parks, Forestry & Recreation",PASS,13,73000,Toronto Centre,43.66,-79.37
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,20315,2009-03-29,March,2009-06-08,June,Q2,2009,"Parks, Forestry & Recreation",PASS,13,73000,Toronto Centre,43.66,-79.37
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,20316,2009-03-29,March,2009-06-08,June,Q2,2009,"Parks, Forestry & Recreation",PASS,13,73000,Toronto Centre,43.66,-79.37
2009 Apr,2009 Mar,2009 Q1,2009 Q2,Q1,2009,4508,2009-03-30,March,2009-04-01,April,Q2,2009,Municipal Licensing & Standards,PASS,7,38000,Humber River–Black Creek,43.74,-79.52
2009 Jul,2009 Mar,2009 Q1,2009 Q3,Q1,2009,13024,2009-03-30,March,2009-07-27,July,Q3,2009,"Parks, Forestry & Recreation",PASS,20,54000,Scarborough Southwest,43.71,-79.26
2009 Jun,2009 Mar,2009 Q1,2009 Q2,Q1,2009,2911,2009-03-31,March,2009-06-24,June,Q2,2009,"Parks, Forestry & Recreation",PASS,19,84000,Beaches–East York,43.68,-79.3
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,5602,2009-04-01,April,2009-06-03,June,Q2,2009,Solid Waste Management,FAIL,15,18000,Don Valley West,43.72,-79.36
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,6186,2009-04-01,April,2009-07-08,July,Q3,2009,Toronto Water,FAIL,15,80000,Don Valley West,43.72,-79.36
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,15164,2009-04-01,April,2009-06-13,June,Q2,2009,Solid Waste Management,PASS,9,54000,Davenport,43.67,-79.44
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,15280,2009-04-01,April,2009-07-29,July,Q3,2009,Municipal Licensing & Standards,FAIL,9,33000,Davenport,43.67,-79.44
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,1753,2009-04-03,April,2009-06-16,June,Q2,2009,Toronto Water,PASS,9,35000,Davenport,43.67,-79.44
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,13299,2009-04-04,April,2009-05-25,May,Q2,2009,Solid Waste Management,FAIL,9,105000,Davenport,43.67,-79.44
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,16997,2009-04-04,April,2009-06-11,June,Q2,2009,Toronto Water,FAIL,16,44000,Don Valley East,43.75,-79.34
2009 Sep,2009 Apr,2009 Q2,2009 Q3,Q2,2009,17351,2009-04-04,April,2009-09-09,September,Q3,2009,"Parks, Forestry & Recreation",FAIL,4,258000,Parkdale–High Park,43.65,-79.46
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,19870,2009-04-04,April,2009-07-25,July,Q3,2009,"Parks, Forestry & Recreation",PASS,13,140000,Toronto Centre,43.66,-79.37
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,3268,2009-04-05,April,2009-05-24,May,Q2,2009,Transportation Services,PASS,8,120000,Eglinton–Lawrence,43.72,-79.43
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,11518,2009-04-05,April,2009-06-24,June,Q2,2009,"Parks, Forestry & Recreation",PASS,15,99000,Don Valley West,43.72,-79.36
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,11838,2009-04-05,April,2009-06-10,June,Q2,2009,Municipal Licensing & Standards,PASS,10,164000,Spadina–Fort York,43.64,-79.39
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,2499,2009-04-07,April,2009-07-18,July,Q3,2009,Municipal Licensing & Standards,PASS,9,102000,Davenport,43.67,-79.44
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,4235,2009-04-07,April,2009-08-18,August,Q3,2009,"Parks, Forestry & Recreation",PASS,20,81000,Scarborough Southwest,43.71,-79.26
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,14726,2009-04-07,April,2009-05-14,May,Q2,2009,Toronto Water,PASS,14,138000,Toronto–Danforth,43.68,-79.34
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,17963,2009-04-07,April,2009-05-11,May,Q2,2009,"Parks, Forestry & Recreation",FAIL,19,40000,Beaches–East York,43.68,-79.3
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,972,2009-04-08,April,2009-07-08,July,Q3,2009,Municipal Licensing & Standards,FAIL,13,60000,Toronto Centre,43.66,-79.37
2009 Sep,2009 Apr,2009 Q2,2009 Q3,Q2,2009,17973,2009-04-08,April,2009-09-05,September,Q3,2009,"Parks, Forestry & Recreation",PASS,4,58000,Parkdale–High Park,43.65,-79.46
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,4348,2009-04-09,April,2009-05-05,May,Q2,2009,Solid Waste Management,FAIL,2,97000,Etobicoke Centre,43.67,-79.55
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,10676,2009-04-09,April,2009-08-31,August,Q3,2009,"Parks, Forestry & Recreation",PASS,25,66000,Scarborough–Rouge Park,43.81,-79.13
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,13046,2009-04-10,April,2009-05-15,May,Q2,2009,Transportation Services,PASS,5,78000,York South–Weston,43.7,-79.49
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,15075,2009-04-10,April,2009-05-07,May,Q2,2009,Transportation Services,FAIL,23,88000,Scarborough North,43.82,-79.24
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,4927,2009-04-11,April,2009-07-22,July,Q3,2009,Transportation Services,PASS,10,140000,Spadina–Fort York,43.64,-79.39
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,1969,2009-04-13,April,2009-06-27,June,Q2,2009,Toronto Water,PASS,17,29000,Don Valley North,43.78,-79.35
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,5309,2009-04-13,April,2009-05-01,May,Q2,2009,Transportation Services,FAIL,10,100000,Spadina–Fort York,43.64,-79.39
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,18968,2009-04-13,April,2009-06-12,June,Q2,2009,"Parks, Forestry & Recreation",PASS,4,29000,Parkdale–High Park,43.65,-79.46
2009 Apr,2009 Apr,2009 Q2,2009 Q2,Q2,2009,1743,2009-04-14,April,2009-04-23,April,Q2,2009,Toronto Water,PASS,13,4000,Toronto Centre,43.66,-79.37
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,3748,2009-04-14,April,2009-06-06,June,Q2,2009,Toronto Water,FAIL,11,52000,University–Rosedale,43.67,-79.4
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,4161,2009-04-14,April,2009-08-12,August,Q3,2009,Municipal Licensing & Standards,PASS,23,84000,Scarborough North,43.82,-79.24
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,8643,2009-04-15,April,2009-07-11,July,Q3,2009,Municipal Licensing & Standards,FAIL,24,210000,Scarborough–Guildwood,43.74,-79.22
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,12495,2009-04-15,April,2009-08-06,August,Q3,2009,Municipal Licensing & Standards,FAIL,24,2000,Scarborough–Guildwood,43.74,-79.22
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,8294,2009-04-17,April,2009-07-14,July,Q3,2009,"Parks, Forestry & Recreation",FAIL,3,270000,Etobicoke–Lakeshore,43.62,-79.51
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,9688,2009-04-17,April,2009-06-28,June,Q2,2009,Toronto Water,FAIL,18,23000,Willowdale,43.77,-79.41
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,9783,2009-04-17,April,2009-06-06,June,Q2,2009,Municipal Licensing & Standards,PASS,25,57000,Scarborough–Rouge Park,43.81,-79.13
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,12263,2009-04-17,April,2009-07-02,July,Q3,2009,"Parks, Forestry & Recreation",PASS,10,75000,Spadina–Fort York,43.64,-79.39
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,1402,2009-04-18,April,2009-08-12,August,Q3,2009,Toronto Water,FAIL,13,180000,Toronto Centre,43.66,-79.37
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,5375,2009-04-18,April,2009-06-15,June,Q2,2009,Municipal Licensing & Standards,PASS,5,174000,York South–Weston,43.7,-79.49
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,15617,2009-04-18,April,2009-08-06,August,Q3,2009,Transportation Services,FAIL,21,213000,Scarborough Centre,43.76,-79.25
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,7591,2009-04-19,April,2009-07-29,July,Q3,2009,Municipal Licensing & Standards,PASS,10,213000,Spadina–Fort York,43.64,-79.39
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,17690,2009-04-19,April,2009-07-10,July,Q3,2009,Toronto Water,PASS,2,279000,Etobicoke Centre,43.67,-79.55
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,17787,2009-04-19,April,2009-05-12,May,Q2,2009,Solid Waste Management,PASS,18,51000,Willowdale,43.77,-79.41
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,18172,2009-04-19,April,2009-07-17,July,Q3,2009,"Parks, Forestry & Recreation",PASS,20,74000,Scarborough Southwest,43.71,-79.26
2009 Sep,2009 Apr,2009 Q2,2009 Q3,Q2,2009,2237,2009-04-20,April,2009-09-14,September,Q3,2009,"Parks, Forestry & Recreation",PASS,14,46000,Toronto–Danforth,43.68,-79.34
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,8550,2009-04-20,April,2009-05-25,May,Q2,2009,Solid Waste Management,PASS,4,72000,Parkdale–High Park,43.65,-79.46
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,1482,2009-04-21,April,2009-07-11,July,Q3,2009,Municipal Licensing & Standards,FAIL,10,136000,Spadina–Fort York,43.64,-79.39
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,1832,2009-04-21,April,2009-06-21,June,Q2,2009,Transportation Services,PASS,20,282000,Scarborough Southwest,43.71,-79.26
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,11911,2009-04-21,April,2009-07-11,July,Q3,2009,Municipal Licensing & Standards,PASS,4,87000,Parkdale–High Park,43.65,-79.46
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,14134,2009-04-21,April,2009-08-14,August,Q3,2009,Solid Waste Management,PASS,18,174000,Willowdale,43.77,-79.41
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,16923,2009-04-21,April,2009-08-19,August,Q3,2009,"Parks, Forestry & Recreation",PASS,20,140000,Scarborough Southwest,43.71,-79.26
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,6322,2009-04-24,April,2009-07-08,July,Q3,2009,"Parks, Forestry & Recreation",PASS,16,90000,Don Valley East,43.75,-79.34
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,7258,2009-04-25,April,2009-05-18,May,Q2,2009,Municipal Licensing & Standards,FAIL,4,294000,Parkdale–High Park,43.65,-79.46
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,9670,2009-04-25,April,2009-08-08,August,Q3,2009,Transportation Services,PASS,1,96000,Etobicoke North,43.733,-79.565
2009 May,2009 Apr,2009 Q2,2009 Q2,Q2,2009,5329,2009-04-27,April,2009-05-04,May,Q2,2009,Toronto Water,FAIL,12,2000,Toronto–St. Paul's,43.69,-79.41
2009 Sep,2009 Apr,2009 Q2,2009 Q3,Q2,2009,9888,2009-04-27,April,2009-09-14,September,Q3,2009,"Parks, Forestry & Recreation",PASS,19,136000,Beaches–East York,43.68,-79.3
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,13454,2009-04-27,April,2009-07-10,July,Q3,2009,Municipal Licensing & Standards,PASS,20,39000,Scarborough Southwest,43.71,-79.26
2009 Sep,2009 Apr,2009 Q2,2009 Q3,Q2,2009,18889,2009-04-27,April,2009-09-17,September,Q3,2009,"Parks, Forestry & Recreation",PASS,4,20000,Parkdale–High Park,43.65,-79.46
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,5410,2009-04-28,April,2009-08-16,August,Q3,2009,"Parks, Forestry & Recreation",PASS,3,12000,Etobicoke–Lakeshore,43.62,-79.51
2009 Jun,2009 Apr,2009 Q2,2009 Q2,Q2,2009,3111,2009-04-29,April,2009-06-24,June,Q2,2009,Toronto Water,PASS,11,14000,University–Rosedale,43.67,-79.4
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,3516,2009-04-29,April,2009-07-05,July,Q3,2009,Municipal Licensing & Standards,PASS,21,56000,Scarborough Centre,43.76,-79.25
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,18004,2009-04-29,April,2009-07-23,July,Q3,2009,Solid Waste Management,PASS,19,70000,Beaches–East York,43.68,-79.3
2009 Sep,2009 Apr,2009 Q2,2009 Q3,Q2,2009,18150,2009-04-29,April,2009-09-16,September,Q3,2009,"Parks, Forestry & Recreation",PASS,4,108000,Parkdale–High Park,43.65,-79.46
2009 Aug,2009 Apr,2009 Q2,2009 Q3,Q2,2009,7428,2009-04-30,April,2009-08-24,August,Q3,2009,"Parks, Forestry & Recreation",PASS,9,122000,Davenport,43.67,-79.44
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,8398,2009-04-30,April,2009-07-30,July,Q3,2009,"Parks, Forestry & Recreation",FAIL,13,71000,Toronto Centre,43.66,-79.37
2009 Jul,2009 Apr,2009 Q2,2009 Q3,Q2,2009,19250,2009-04-30,April,2009-07-07,July,Q3,2009,"Parks, Forestry & Recreation",FAIL,24,288000,Scarborough–Guildwood,43.74,-79.22
2009 Jun,2009 May,2009 Q2,2009 Q2,Q2,2009,840,2009-05-01,May,2009-06-30,June,Q2,2009,"Parks, Forestry & Recreation",PASS,22,120000,Scarborough–Agincourt,43.8,-79.27
2009 Jul,2009 May,2009 Q2,2009 Q3,Q2,2009,1241,2009-05-01,May,2009-07-17,July,Q3,2009,Solid Waste Management,PASS,20,76000,Scarborough Southwest,43.71,-79.26
2009 May,2009 May,2009 Q2,2009 Q2,Q2,2009,2136,2009-05-01,May,2009-05-24,May,Q2,2009,Toronto Water,PASS,24,45000,Scarborough–Guildwood,43.74,-79.22
2009 Sep,2009 May,2009 Q2,2009 Q3,Q2,2009,7204,2009-05-01,May,2009-09-23,September,Q3,2009,"Parks, Forestry & Recreation",FAIL,24,252000,Scarborough–Guildwood,43.74,-79.22
2009 Jul,2009 May,2009 Q2,2009 Q3,Q2,2009,19430,2009-05-01,May,2009-07-27,July,Q3,2009,Transportation Services,PASS,15,144000,Don Valley West,43.72,-79.36
2009 Aug,2009 May,2009 Q2,2009 Q3,Q2,2009,20058,2009-05-01,May,2009-08-25,August,Q3,2009,"Parks, Forestry & Recreation",PASS,13,162000,Toronto Centre,43.66,-79.37
